family,stratum,score8,score16,mean_error,candidate
grid_lattice,1,0.02100485320116611,0.02099549253097642,0.0676001123900524,"[('mid0', 'out0'), ('mid5', 'out3'), ('mid7', 'mid10'), ('mid9', 'out4')]"
grid_lattice,1,0.018858275362935464,0.018858275362935464,0.06963540358072502,"[('mid0', 'out0'), ('mid3', 'mid4'), ('mid1', 'mid4'), ('mid2', 'out3')]"
grid_lattice,1,0.020148264968039373,0.020283582794278627,0.06659931383389285,"[('out0', 'mid3'), ('mid1', 'mid4'), ('out3', 'mid9'), ('mid12', 'out5')]"
grid_lattice,1,0.020491811132136516,0.020491811132136516,0.07161897832767836,"[('out1', 'mid3'), ('mid7', 'mid10'), ('out7', 'mid13'), ('mid13', 'out6')]"
grid_lattice,1,0.018990396283129818,0.0189515220290873,0.06894788720134469,"[('out3', 'mid9'), ('mid7', 'mid10'), ('out4', 'mid15'), ('mid14', 'out5')]"
grid_lattice,1,0.020911894318784492,0.020911894318784492,0.06996482568443649,"[('mid0', 'out0'), ('out2', 'mid2'), ('mid6', 'mid7'), ('mid8', 'mid12')]"
grid_lattice,1,0.021591030518214375,0.021531535008532658,0.0682415338009594,"[('mid0', 'out0'), ('mid1', 'mid4'), ('mid5', 'out3'), ('mid12', 'out5')]"
grid_lattice,1,0.02069506805191803,0.020613723708033382,0.06792740427716419,"[('out1', 'mid1'), ('mid1', 'mid4'), ('out7', 'mid10'), ('mid11', 'mid14')]"
grid_lattice,1,0.02265899697194196,0.02239981293843738,0.06721383117793024,"[('out1', 'mid1'), ('out2', 'mid5'), ('out3', 'mid9'), ('mid12', 'out5')]"
grid_lattice,1,0.019890578994315445,0.019877201927957326,0.06794662035237983,"[('out0', 'mid6'), ('mid5', 'mid8'), ('mid5', 'out3'), ('out5', 'mid15')]"
grid_lattice,1,0.021180224204556872,0.021180224204556872,0.07231462042290675,"[('mid0', 'out0'), ('mid7', 'mid10'), ('out7', 'mid13'), ('mid13', 'out6')]"
grid_lattice,2,0.01671137589282868,0.01670736729513493,0.06622248839237715,"[('mid3', 'mid4'), ('out2', 'mid5'), ('out3', 'mid9'), ('out7', 'mid10')]"
grid_lattice,2,0.015881443353355392,0.01587444030248127,0.0651358602788911,"[('mid3', 'mid4'), ('mid6', 'mid7'), ('mid10', 'mid11'), ('mid12', 'out4')]"
